ENSG00000000003	uc004ega.1
ENSG00000136279	uc011kbq.2
ENSG00000136280	uc003tmn.3
ENSG00000136280	uc003tmo.3
ENSG00000136280	uc003tmp.3
ENSG00000136280	uc003tmr.3
ENSG00000136280	uc003tms.3
ENSG00000136286	uc003tmh.2
ENSG00000136295	uc003smp.3
ENSG00000136295	uc003smq.3
ENSG00000136297	uc003snn.4
ENSG00000136297	uc003sno.4
ENSG00000136297	uc010ksq.3
ENSG00000136305	uc001won.3
ENSG00000136305	uc001woo.3
ENSG00000136305	uc001wop.3
ENSG00000136315	uc021ror.1
ENSG00000136319	uc001vwt.3
ENSG00000136327	uc001wtx.3
ENSG00000136352	uc001wtt.3
ENSG00000136352	uc001wtu.3
ENSG00000136352	uc001wtv.3
ENSG00000136367	uc010tno.2
ENSG00000136371	uc002bex.4
ENSG00000136378	uc002bej.4
ENSG00000136379	uc002bft.3
ENSG00000136379	uc002bfu.3
ENSG00000136381	uc002bdq.3
ENSG00000136381	uc002bdr.2
ENSG00000136383	uc002ble.3
ENSG00000136404	uc002bjp.3
ENSG00000136404	uc002bjq.3
ENSG00000136404	uc010bmq.3
ENSG00000136425	uc002bdb.1
ENSG00000136425	uc002bdc.1
ENSG00000136425	uc010ums.1
ENSG00000136436	uc002iof.3
ENSG00000136436	uc010wlp.2
ENSG00000136436	uc010wlq.2
ENSG00000136436	uc010wlr.2
ENSG00000136436	uc010wls.2
ENSG00000136444	uc002iqw.1
ENSG00000136448	uc002ihz.3
ENSG00000136448	uc010dac.1
ENSG00000136449	uc010wmr.2
ENSG00000136450	uc002ivi.3
ENSG00000136450	uc002ivj.3
ENSG00000136451	uc002ivf.1
ENSG00000136457	uc010dbr.3
ENSG00000136457	uc010dbs.3
ENSG00000136463	uc002jbd.3
ENSG00000136478	uc002jec.3
ENSG00000136478	uc002jed.3
ENSG00000136478	uc002jee.3
ENSG00000136485	uc002jbb.3
ENSG00000136485	uc002jbc.3
ENSG00000136485	uc010wpn.2
ENSG00000136487	uc002jcl.1
ENSG00000136487	uc002jcm.1
ENSG00000136487	uc002jcn.1
ENSG00000136487	uc002jco.1
ENSG00000136488	uc002jcs.2
ENSG00000136490	uc002jbj.4
ENSG00000136490	uc002jbl.4
ENSG00000136492	uc002izk.2
ENSG00000136504	uc002ipl.2
ENSG00000136504	uc002ipm.3
ENSG00000136504	uc010wma.2
ENSG00000136504	uc010wmb.2
ENSG00000136504	uc010wmc.2
ENSG00000136504	uc010wmd.2
ENSG00000136504	uc010wme.2
ENSG00000136514	uc003frm.3
ENSG00000136518	uc003fjw.3
ENSG00000136518	uc003fjx.3
ENSG00000136518	uc003fjy.3
ENSG00000136521	uc003fkc.3
ENSG00000136521	uc003fkd.3
ENSG00000136521	uc003fke.3
ENSG00000136521	uc021xhu.1
ENSG00000136522	uc003fjz.3
ENSG00000136522	uc003fka.3
ENSG00000136522	uc003fkb.3
ENSG00000136527	uc003fpt.3
ENSG00000136527	uc003fpu.3
ENSG00000136527	uc003fpv.3
ENSG00000136527	uc003fpx.2
ENSG00000136527	uc010hym.3
ENSG00000136531	uc002udc.3
ENSG00000136531	uc002udd.3
ENSG00000136531	uc002ude.3
ENSG00000136535	uc002ubw.1
ENSG00000136535	uc010foy.2
ENSG00000136536	uc002uax.3
ENSG00000136536	uc002uay.3
ENSG00000136536	uc010foq.3
ENSG00000136536	uc010for.3
ENSG00000136536	uc010zcn.2
ENSG00000136541	uc002tzh.3
ENSG00000136541	uc002tzi.3
ENSG00000136541	uc010zcj.2
ENSG00000136541	uc010zck.2
ENSG00000136542	uc002tzg.3
ENSG00000136546	uc002udu.2
ENSG00000136560	uc002ubq.1
ENSG00000136560	uc002ubr.2
ENSG00000136560	uc002ubs.3
ENSG00000136573	uc003wtx.3
ENSG00000136573	uc003wty.3
ENSG00000136573	uc003wua.3
ENSG00000136574	uc003wub.1
ENSG00000136574	uc003wuc.2
ENSG00000136574	uc010lrz.1
ENSG00000136574	uc011kxb.1
ENSG00000136574	uc011kxc.1
ENSG00000136603	uc003fgu.3
ENSG00000136603	uc003fgv.3
ENSG00000136603	uc003fgw.3
ENSG00000136603	uc011bps.2
ENSG00000136628	uc001hly.1
ENSG00000136630	uc001hmv.4
ENSG00000136631	uc001etp.3
ENSG00000136631	uc009wlm.1
ENSG00000136631	uc010pbs.2
ENSG00000136634	uc001hen.1
ENSG00000136636	uc001hks.3
ENSG00000136643	uc001hkd.3
ENSG00000136643	uc001hke.3
ENSG00000136643	uc010ptr.2
ENSG00000136643	uc010ptt.2
ENSG00000136653	uc001hed.3
ENSG00000136653	uc001hee.3
ENSG00000136653	uc001hef.3
ENSG00000136682	uc002tju.3
ENSG00000136682	uc010fkv.3
ENSG00000136688	uc002tio.1
ENSG00000136688	uc010fkr.1
ENSG00000136689	uc002tiy.3
ENSG00000136689	uc002tiz.3
ENSG00000136689	uc002tja.3
ENSG00000136689	uc002tjb.3
ENSG00000136694	uc010yxr.2
ENSG00000136695	uc002tis.3
ENSG00000136695	uc002tit.3
ENSG00000136696	uc002tiq.1
ENSG00000136696	uc002tir.1
ENSG00000136697	uc002tiu.3
ENSG00000136697	uc002tiv.3
ENSG00000136698	uc002tro.1
ENSG00000136699	uc002tqq.2
ENSG00000136699	uc002tqr.2
ENSG00000136699	uc002tqs.2
ENSG00000136699	uc010yzy.2
ENSG00000136699	uc010yzz.2
ENSG00000136699	uc010zaa.2
ENSG00000136699	uc010zab.2
ENSG00000136699	uc010zac.2
ENSG00000136699	uc010zad.2
ENSG00000136709	uc002tpg.2
ENSG00000136709	uc002tph.2
ENSG00000136709	uc002tpi.2
ENSG00000136710	uc002tqy.1
ENSG00000136710	uc010zaf.1
ENSG00000136715	uc002tpp.2
ENSG00000136715	uc010fmd.2
ENSG00000136717	uc002tns.2
ENSG00000136717	uc002tnt.2
ENSG00000136717	uc002tnu.2
ENSG00000136717	uc002tnv.2
ENSG00000136717	uc002tnw.2
ENSG00000136717	uc002tnx.2
ENSG00000136717	uc002tny.2
ENSG00000136717	uc002tnz.2
ENSG00000136717	uc002toa.2
ENSG00000136717	uc002tob.2
ENSG00000136717	uc002toc.2
ENSG00000136718	uc002tra.1
ENSG00000136720	uc002tpt.4
ENSG00000136731	uc002tpr.3
ENSG00000136731	uc002tps.3
ENSG00000136732	uc002tnq.3
ENSG00000136732	uc002tnr.3
ENSG00000136732	uc010flv.3
ENSG00000136738	uc001ipj.2
ENSG00000136738	uc010qcf.2
ENSG00000136750	uc001isq.2
ENSG00000136750	uc009xkr.3
ENSG00000136754	uc001isx.3
ENSG00000136754	uc001isy.3
ENSG00000136754	uc001isz.3
ENSG00000136754	uc001ita.3
ENSG00000136754	uc001itb.3
ENSG00000136754	uc001itc.3
ENSG00000136754	uc001itd.3
ENSG00000136754	uc001ite.3
ENSG00000136754	uc010qdh.2
ENSG00000136754	uc010qdi.2
ENSG00000136754	uc010qdj.2
ENSG00000136758	uc001iti.3
ENSG00000136758	uc001itj.3
ENSG00000136758	uc010qdl.2
ENSG00000136770	uc001irc.3
ENSG00000136783	uc004bch.1
ENSG00000136802	uc004bwl.4
ENSG00000136802	uc010myp.3
ENSG00000136802	uc010myq.3
ENSG00000136805	uc004bdw.1
ENSG00000136807	uc004bse.2
ENSG00000136810	uc004bep.2
ENSG00000136810	uc004beq.2
ENSG00000136811	uc004bva.3
ENSG00000136811	uc004bvb.3
ENSG00000136811	uc004bve.3
ENSG00000136811	uc010myb.3
ENSG00000136811	uc011maz.2
ENSG00000136811	uc011mbc.2
ENSG00000136811	uc011mbd.2
ENSG00000136811	uc011mbe.2
ENSG00000136811	uc011mbf.2
ENSG00000136813	uc004bfe.1
ENSG00000136816	uc004byk.1
ENSG00000136819	uc004byp.3
ENSG00000136824	uc004bbv.3
ENSG00000136824	uc004bbw.3
ENSG00000136824	uc004bbx.3
ENSG00000136824	uc010mtg.1
ENSG00000136824	uc011lvl.2
ENSG00000136826	uc004bdg.3
ENSG00000136826	uc004bdh.3
ENSG00000136827	uc004byl.3
ENSG00000136828	uc004bqo.2
ENSG00000136828	uc004bqq.4
ENSG00000136828	uc011mab.2
ENSG00000136828	uc011mac.2
ENSG00000136828	uc022bno.1
ENSG00000136830	uc004brh.3
ENSG00000136830	uc004bri.3
ENSG00000136834	uc011lyu.2
ENSG00000136839	uc011lvr.2
ENSG00000136840	uc004bss.3
ENSG00000136840	uc004bst.3
ENSG00000136842	uc004axk.2
ENSG00000136842	uc004axl.2
ENSG00000136848	uc004bln.3
ENSG00000136848	uc004blo.3
ENSG00000136854	uc004brk.2
ENSG00000136854	uc004brl.2
ENSG00000136856	uc004bqu.3
ENSG00000136856	uc010mxj.3
ENSG00000136859	uc004bqr.1
ENSG00000136859	uc010mxg.1
ENSG00000136861	uc004bke.3
ENSG00000136861	uc004bkf.3
ENSG00000136861	uc004bkg.3
ENSG00000136861	uc010mvi.3
ENSG00000136861	uc011lxy.2
ENSG00000136866	uc004bgm.1
ENSG00000136866	uc011lwz.1
ENSG00000136866	uc011lxa.1
ENSG00000136867	uc004bgq.3
ENSG00000136868	uc004bgu.3
ENSG00000136868	uc004bgv.4
ENSG00000136869	uc004bjz.3
ENSG00000136869	uc004bka.3
ENSG00000136870	uc004bbg.1
ENSG00000136870	uc004bbh.1
ENSG00000136870	uc004bbi.1
ENSG00000136872	uc004bbk.2
ENSG00000136874	uc004bal.4
ENSG00000136875	uc004bgx.3
ENSG00000136875	uc004bgy.3
ENSG00000136877	uc004bsg.1
ENSG00000136877	uc004bsi.1
ENSG00000136877	uc011mal.1
ENSG00000136878	uc004byr.2
ENSG00000136878	uc004bys.2
ENSG00000136878	uc004byt.1
ENSG00000136881	uc004bbd.4
ENSG00000136881	uc010mtd.3
ENSG00000136883	uc004bif.3
ENSG00000136883	uc004big.3
ENSG00000136888	uc004bjc.3
ENSG00000136891	uc004bas.3
ENSG00000136891	uc011lvg.2
ENSG00000136891	uc011lvh.1
ENSG00000136895	uc010mxi.3
ENSG00000136895	uc011mad.2
ENSG00000136895	uc011mae.2
ENSG00000136897	uc004bbe.2
ENSG00000136897	uc011lvj.2
ENSG00000136908	uc004bsv.2
ENSG00000136918	uc004box.3
ENSG00000136925	uc004axn.3
ENSG00000136925	uc004axo.3
ENSG00000136928	uc004ays.3
ENSG00000136929	uc004axz.3
ENSG00000136930	uc004boj.3
ENSG00000136930	uc010mwm.3
ENSG00000136931	uc004boo.1
ENSG00000136931	uc022bnh.1
ENSG00000136932	uc004axv.1
ENSG00000136932	uc004axw.1
ENSG00000136932	uc022bku.1
ENSG00000136933	uc004bph.2
ENSG00000136933	uc004bpi.3
ENSG00000136933	uc004bpj.3
ENSG00000136933	uc004bpk.3
ENSG00000136935	uc004bpc.3
ENSG00000136935	uc010mws.3
ENSG00000136936	uc004axr.4
ENSG00000136936	uc004axs.4
ENSG00000136937	uc004axq.3
ENSG00000136938	uc004aya.3
ENSG00000136939	uc004bmu.1
ENSG00000136940	uc004bmz.2
ENSG00000136942	uc004boy.1
ENSG00000136943	uc004awt.3
ENSG00000136943	uc010msi.3
ENSG00000136944	uc004bqi.3
ENSG00000136944	uc004bqj.3
ENSG00000136944	uc011maa.2
ENSG00000136950	uc004bpa.4
ENSG00000136960	uc003yor.2
ENSG00000136960	uc003yos.2
ENSG00000136960	uc003yot.2
ENSG00000136960	uc010mdd.2
ENSG00000136982	uc003yov.3
ENSG00000136986	uc003ypl.2
ENSG00000136986	uc003ypm.2
ENSG00000136986	uc011lif.1
ENSG00000136997	uc003ysh.1
ENSG00000136997	uc003ysi.3
ENSG00000136997	uc022bbe.1
ENSG00000136999	uc003yoq.2
ENSG00000137033	uc003zjt.3
ENSG00000137033	uc011lmg.2
ENSG00000137033	uc011lmh.2
ENSG00000137038	uc003zkj.3
ENSG00000137040	uc003zjr.3
ENSG00000137054	uc003zzy.1
ENSG00000137054	uc003zzz.1
ENSG00000137054	uc011lqk.1
ENSG00000137055	uc003zqd.3
ENSG00000137055	uc003zqe.2
ENSG00000137070	uc003zvi.3
ENSG00000137070	uc003zvj.3
ENSG00000137070	uc003zvk.3
ENSG00000137070	uc011loq.2
ENSG00000137073	uc003ztn.1
ENSG00000137073	uc003ztq.1
ENSG00000137073	uc003zts.3
ENSG00000137073	uc011lod.1
ENSG00000137073	uc011loe.1
ENSG00000137073	uc011log.1
ENSG00000137074	uc003zrm.3
ENSG00000137074	uc003zro.3
ENSG00000137074	uc003zrr.3
ENSG00000137074	uc003zrs.3
ENSG00000137074	uc003zru.3
ENSG00000137074	uc003zrv.3
ENSG00000137074	uc003zrw.3
ENSG00000137074	uc003zry.3
ENSG00000137074	uc003zsa.1
ENSG00000137074	uc022bfj.1
ENSG00000137075	uc003zzh.3
ENSG00000137075	uc003zzi.3
ENSG00000137075	uc003zzj.3
ENSG00000137075	uc003zzk.3
ENSG00000137075	uc003zzl.3
ENSG00000137075	uc003zzm.3
ENSG00000137076	uc003zxt.2
ENSG00000137077	uc003zvo.3
ENSG00000137078	uc003zxe.1
ENSG00000137078	uc022bgl.1
ENSG00000137080	uc003zom.2
ENSG00000137090	uc003zgv.3
ENSG00000137094	uc003zvs.3
ENSG00000137094	uc003zvt.3
ENSG00000137094	uc011los.2
ENSG00000137098	uc003zye.3
ENSG00000137098	uc003zyg.3
ENSG00000137100	uc003zuw.1
ENSG00000137100	uc003zux.1
ENSG00000137101	uc003zxb.2
ENSG00000137101	uc010mkt.1
ENSG00000137101	uc010mkv.2
ENSG00000137101	uc010mkw.1
ENSG00000137103	uc003zyk.3
ENSG00000137103	uc003zym.3
ENSG00000137103	uc003zyo.3
ENSG00000137106	uc003zzu.1
ENSG00000137106	uc003zzv.1
ENSG00000137124	uc004aay.3
ENSG00000137133	uc003zyh.3
ENSG00000137135	uc003zxm.1
ENSG00000137142	uc004aba.3
ENSG00000137145	uc003znq.3
ENSG00000137145	uc003zns.3
ENSG00000137145	uc003znt.3
ENSG00000137145	uc011lnc.2
ENSG00000137145	uc011lnd.2
ENSG00000137154	uc003znv.1
ENSG00000137161	uc003ota.4
ENSG00000137166	uc003oql.3
ENSG00000137166	uc003oqm.3
ENSG00000137166	uc003oqn.3
ENSG00000137168	uc003omu.2
ENSG00000137171	uc003otr.1
ENSG00000137171	uc003otu.3
ENSG00000137171	uc003otv.1
ENSG00000137171	uc003otw.1
ENSG00000137171	uc003otx.1
ENSG00000137171	uc003oty.1
ENSG00000137171	uc003otz.1
ENSG00000137171	uc011dvd.1
ENSG00000137177	uc003ncf.3
ENSG00000137177	uc003ncg.4
ENSG00000137177	uc003nch.4
ENSG00000137177	uc003nci.4
ENSG00000137177	uc003nck.3
ENSG00000137185	uc003nkq.2
ENSG00000137185	uc003nkr.2
ENSG00000137185	uc010jqz.2
ENSG00000137193	uc003onk.3
ENSG00000137198	uc003nbs.3
ENSG00000137200	uc003ons.3
ENSG00000137200	uc010jwu.2
ENSG00000137203	uc003myq.3
ENSG00000137203	uc003myr.3
ENSG00000137203	uc003mys.3
ENSG00000137203	uc003myt.3
ENSG00000137203	uc003myu.1
ENSG00000137203	uc011dih.2
ENSG00000137204	uc003ous.3
ENSG00000137204	uc003out.3
ENSG00000137204	uc021yzt.1
ENSG00000137207	uc003ovl.2
ENSG00000137210	uc003mzk.4
ENSG00000137210	uc010jor.3
ENSG00000137216	uc003owq.1
ENSG00000137216	uc003owr.3
ENSG00000137216	uc003ows.3
ENSG00000137218	uc003orc.1
ENSG00000137221	uc003ovc.2
ENSG00000137221	uc003ovd.2
ENSG00000137221	uc003ove.2
ENSG00000137221	uc003ovf.2
ENSG00000137221	uc003ovg.2
ENSG00000137221	uc011dvh.1
ENSG00000137221	uc011dvi.1
ENSG00000137225	uc003owt.1
ENSG00000137251	uc003pcj.2
ENSG00000137252	uc003pcl.3
ENSG00000137259	uc003nft.1
ENSG00000137261	uc003neh.1
ENSG00000137261	uc011djo.2
ENSG00000137261	uc011djp.2
ENSG00000137261	uc011djq.1
ENSG00000137261	uc011djr.1
ENSG00000137265	uc003msz.4
ENSG00000137266	uc003mvm.3
ENSG00000137266	uc003mvn.3
ENSG00000137266	uc003mvo.3
ENSG00000137266	uc010jnn.3
ENSG00000137266	uc010jno.2
ENSG00000137267	uc003mvc.3
ENSG00000137269	uc003pcd.1
ENSG00000137270	uc003pbp.3
ENSG00000137273	uc003mtm.3
ENSG00000137274	uc003muy.3
ENSG00000137274	uc003mva.3
ENSG00000137274	uc011dht.2
ENSG00000137275	uc003mux.3
ENSG00000137275	uc011dhs.2
ENSG00000137285	uc003mvg.3
ENSG00000137288	uc003ofa.1
ENSG00000137309	uc003oit.3
ENSG00000137309	uc003oiu.3
ENSG00000137309	uc003oiv.3
ENSG00000137309	uc003oiy.3
ENSG00000137309	uc003oiz.3
ENSG00000137309	uc003ojc.3
ENSG00000137309	uc011dso.2
ENSG00000137310	uc003nss.3
ENSG00000137310	uc003nst.3
ENSG00000137312	uc003nrm.3
ENSG00000137312	uc011dmr.2
ENSG00000137331	uc003nrn.3
ENSG00000137337	uc003nrg.4
ENSG00000137337	uc003nri.2
ENSG00000137337	uc011dmp.1
ENSG00000137338	uc003nky.3
ENSG00000137338	uc003nkz.3
ENSG00000137343	uc003nqr.4
ENSG00000137343	uc003nqs.4
ENSG00000137343	uc003nqv.3
ENSG00000137343	uc003rdc.3
ENSG00000137343	uc003rdd.3
ENSG00000137364	uc003ncm.3
ENSG00000137392	uc003ole.2
ENSG00000137393	uc003ncs.3
ENSG00000137404	uc003nrc.3
ENSG00000137409	uc003onc.1
ENSG00000137409	uc003ond.1
ENSG00000137409	uc003one.4
ENSG00000137409	uc010jwo.1
ENSG00000137409	uc011dtt.2
ENSG00000137411	uc003nsc.2
ENSG00000137411	uc003nsd.3
ENSG00000137411	uc011dmx.2
ENSG00000137411	uc011dmy.2
ENSG00000137411	uc011dmz.2
ENSG00000137411	uc011dnb.2
ENSG00000137411	uc011dnc.2
ENSG00000137413	uc003orr.3
ENSG00000137413	uc003ors.3
ENSG00000137413	uc003ort.3
ENSG00000137413	uc003oru.1
ENSG00000137413	uc003orv.1
ENSG00000137413	uc011dun.2
ENSG00000137414	uc003ncc.3
ENSG00000137434	uc011dij.2
ENSG00000137440	uc003gom.3
ENSG00000137441	uc003gon.3
ENSG00000137449	uc003gni.2
ENSG00000137449	uc003gnj.2
ENSG00000137449	uc003gnk.2
ENSG00000137449	uc003gnl.2
ENSG00000137449	uc003gnm.2
ENSG00000137449	uc003gnn.2
ENSG00000137460	uc003inf.2
ENSG00000137462	uc021xtl.1
ENSG00000137463	uc003ihr.1
ENSG00000137473	uc003ikw.4
ENSG00000137473	uc003ikx.4
ENSG00000137474	uc001oyb.2
ENSG00000137474	uc001oyc.2
ENSG00000137474	uc001oye.2
ENSG00000137474	uc010rsl.2
ENSG00000137478	uc001oth.4
ENSG00000137478	uc001oti.2
ENSG00000137478	uc009ytl.3
ENSG00000137478	uc010rrg.2
ENSG00000137486	uc001owe.2
ENSG00000137486	uc001owf.2
ENSG00000137491	uc001owb.3
ENSG00000137491	uc001owc.3
ENSG00000137491	uc001owd.3
ENSG00000137491	uc010rrq.2
ENSG00000137491	uc010rrr.2
ENSG00000137491	uc010rrs.2
ENSG00000137492	uc001oxh.1
ENSG00000137492	uc010rrz.1
ENSG00000137494	uc001ozz.1
ENSG00000137494	uc001paa.3
ENSG00000137494	uc001pab.1
ENSG00000137494	uc009yvi.2
ENSG00000137494	uc010rsv.1
ENSG00000137496	uc001ore.1
ENSG00000137496	uc001orf.1
ENSG00000137496	uc001org.1
ENSG00000137496	uc001orh.2
ENSG00000137496	uc001ori.2
ENSG00000137496	uc009ysv.1
ENSG00000137496	uc021qmv.1
ENSG00000137497	uc001ork.1
ENSG00000137497	uc001orl.1
ENSG00000137497	uc001orm.1
ENSG00000137497	uc001orn.2
ENSG00000137497	uc001oro.1
ENSG00000137497	uc009ysw.1
ENSG00000137497	uc009ysx.1
ENSG00000137497	uc009ysy.2
ENSG00000137497	uc021qmw.1
ENSG00000137500	uc001pac.3
ENSG00000137500	uc001pad.3
ENSG00000137500	uc001pae.3
ENSG00000137500	uc001paf.3
ENSG00000137501	uc001pav.3
ENSG00000137501	uc001paw.3
ENSG00000137501	uc001pax.3
ENSG00000137501	uc001pay.3
ENSG00000137501	uc001pbb.3
ENSG00000137501	uc001pbc.3
ENSG00000137501	uc001pbd.3
ENSG00000137501	uc010rte.2
ENSG00000137501	uc010rtg.2
ENSG00000137501	uc010rth.2
ENSG00000137501	uc010rti.2
ENSG00000137501	uc010rtj.2
ENSG00000137502	uc001ozu.3
ENSG00000137502	uc001ozv.3
ENSG00000137502	uc009yve.3
ENSG00000137502	uc009yvg.1
ENSG00000137502	uc010rst.2
ENSG00000137504	uc001pas.2
ENSG00000137504	uc010rtd.1
ENSG00000137507	uc001oxq.4
ENSG00000137507	uc001oxr.4
ENSG00000137509	uc001ozr.3
ENSG00000137509	uc001ozs.3
ENSG00000137513	uc001ozi.3
ENSG00000137513	uc010rsq.2
ENSG00000137522	uc001ora.3
ENSG00000137522	uc001orb.3
ENSG00000137522	uc001ord.3
ENSG00000137522	uc009yst.3
ENSG00000137547	uc003xsa.2
ENSG00000137558	uc003yal.3
ENSG00000137558	uc003yam.3
ENSG00000137561	uc003xux.2
ENSG00000137563	uc003xuw.3
ENSG00000137571	uc003xyk.3
ENSG00000137571	uc003xyl.3
ENSG00000137571	uc010lzb.3
ENSG00000137573	uc003xyd.2
ENSG00000137573	uc003xye.2
ENSG00000137573	uc003xyf.2
ENSG00000137573	uc003xyg.2
ENSG00000137573	uc003xyh.1
ENSG00000137573	uc003xyj.1
ENSG00000137573	uc010lza.1
ENSG00000137574	uc003xsj.4
ENSG00000137575	uc003xtn.3
ENSG00000137575	uc003xto.3
ENSG00000137575	uc003xtp.3
ENSG00000137575	uc003xtq.3
ENSG00000137575	uc003xtr.3
ENSG00000137575	uc003xts.3
ENSG00000137575	uc011led.2
ENSG00000137601	uc003isb.2
ENSG00000137601	uc003isc.2
ENSG00000137601	uc003isd.2
ENSG00000137601	uc003ise.2
ENSG00000137601	uc003isf.2
ENSG00000137628	uc003iro.3
ENSG00000137628	uc003irp.3
ENSG00000137634	uc001ppc.3
ENSG00000137634	uc001ppd.3
ENSG00000137642	uc001pxx.3
ENSG00000137642	uc010rzp.1
ENSG00000137642	uc010rzq.1
ENSG00000137648	uc010rxo.2
ENSG00000137648	uc010rxq.2
ENSG00000137648	uc010rxs.2
ENSG00000137648	uc021qrd.1
ENSG00000137648	uc021qre.1
ENSG00000137656	uc001ppn.3
ENSG00000137656	uc001ppo.3
ENSG00000137672	uc001pgk.4
ENSG00000137672	uc009ywy.3
ENSG00000137673	uc001phb.3
ENSG00000137674	uc001phc.3
ENSG00000137675	uc001phd.1
ENSG00000137691	uc001pgo.3
ENSG00000137691	uc001pgp.3
ENSG00000137692	uc001phm.3
ENSG00000137693	uc001pgt.3
ENSG00000137693	uc001pgu.3
ENSG00000137693	uc001pgv.3
ENSG00000137693	uc010ruo.2
ENSG00000137693	uc010rup.1
ENSG00000137699	uc001pwx.3
ENSG00000137699	uc001pwz.3
ENSG00000137699	uc010rzi.2
ENSG00000137699	uc010rzj.2
ENSG00000137700	uc009zan.2
ENSG00000137707	uc001plj.3
ENSG00000137707	uc001plk.3
ENSG00000137709	uc001pxc.3
ENSG00000137709	uc001pxe.1
ENSG00000137709	uc010rzk.2
ENSG00000137709	uc021qrk.1
ENSG00000137710	uc001pkt.3
ENSG00000137710	uc001pku.3
ENSG00000137710	uc009yxy.3
ENSG00000137710	uc009yxz.3
ENSG00000137710	uc009yya.3
ENSG00000137710	uc010rwe.2
ENSG00000137713	uc001plw.1
ENSG00000137713	uc001plx.1
ENSG00000137713	uc009yye.1
ENSG00000137713	uc009yyf.1
ENSG00000137713	uc010rwi.1
ENSG00000137713	uc010rwj.1
ENSG00000137713	uc010rwk.1
ENSG00000137713	uc010rwl.1
ENSG00000137714	uc001pkx.3
ENSG00000137720	uc001pmd.3
ENSG00000137720	uc001pme.3
ENSG00000137726	uc001pro.2
ENSG00000137726	uc001prp.2
ENSG00000137726	uc001prq.2
ENSG00000137726	uc001prr.2
ENSG00000137726	uc021qra.1
ENSG00000137727	uc001pky.1
ENSG00000137727	uc001pkz.1
ENSG00000137727	uc001pla.1
ENSG00000137727	uc001plb.2
ENSG00000137727	uc009yyb.1
ENSG00000137731	uc001prj.2
ENSG00000137731	uc001prk.1
ENSG00000137745	uc001phl.3
ENSG00000137747	uc001prs.2
ENSG00000137747	uc001pru.2
ENSG00000137747	uc009yzr.2
ENSG00000137747	uc021qrc.1
ENSG00000137752	uc001pig.3
ENSG00000137752	uc001pim.4
ENSG00000137752	uc009yxj.3
ENSG00000137752	uc010rvi.2
ENSG00000137752	uc010rvk.2
ENSG00000137752	uc021qpp.1
ENSG00000137752	uc021qpq.1
ENSG00000137752	uc021qpr.1
ENSG00000137752	uc021qps.1
ENSG00000137752	uc021qpv.1
ENSG00000137752	uc021qpw.1
ENSG00000137752	uc021qpx.1
ENSG00000137757	uc010ruz.1
ENSG00000137757	uc010rva.1
ENSG00000137757	uc010rvb.1
ENSG00000137757	uc010rvc.1
ENSG00000137757	uc010rvd.1
ENSG00000137760	uc009yxp.3
ENSG00000137760	uc010rvr.2
ENSG00000137764	uc002aqu.3
ENSG00000137764	uc002aqv.3
ENSG00000137764	uc002aqx.3
ENSG00000137764	uc010ujw.2
ENSG00000137766	uc002acm.3
ENSG00000137766	uc021smr.1
ENSG00000137766	uc021sms.1
ENSG00000137767	uc001zvu.3
ENSG00000137767	uc001zvv.3
ENSG00000137770	uc001ztr.3
ENSG00000137770	uc001ztt.3
ENSG00000137770	uc010bdv.3
ENSG00000137776	uc002afn.3
ENSG00000137776	uc002afo.3
ENSG00000137776	uc002afp.3
ENSG00000137776	uc002afr.1
ENSG00000137776	uc010bgd.3
ENSG00000137801	uc001zkh.3
ENSG00000137802	uc001zoj.4
ENSG00000137802	uc001zok.4
ENSG00000137802	uc010bci.3
ENSG00000137802	uc010bck.3
ENSG00000137802	uc010udb.2
ENSG00000137804	uc001znr.4
ENSG00000137804	uc001zns.4
ENSG00000137804	uc001znt.4
ENSG00000137804	uc001znu.4
ENSG00000137804	uc001znv.4
ENSG00000137804	uc010bce.3
ENSG00000137804	uc010ucw.2
ENSG00000137806	uc001znx.3
ENSG00000137807	uc002asb.3
ENSG00000137807	uc002asc.3
ENSG00000137807	uc010ukc.2
ENSG00000137809	uc002ari.3
ENSG00000137809	uc010bib.3
ENSG00000137812	uc001zme.3
ENSG00000137812	uc010bbs.1
ENSG00000137812	uc010bbt.1
ENSG00000137812	uc010ucq.1
ENSG00000137814	uc001zqe.3
ENSG00000137814	uc010udi.2
ENSG00000137815	uc001zny.3
ENSG00000137817	uc002aub.3
ENSG00000137817	uc002auc.3
ENSG00000137817	uc002auf.1
ENSG00000137818	uc002asd.1
ENSG00000137818	uc002ase.1
ENSG00000137819	uc002arz.2
ENSG00000137819	uc002asa.2
ENSG00000137821	uc002asu.3
ENSG00000137821	uc002asw.3
ENSG00000137821	uc002asx.3
ENSG00000137821	uc002asy.3
ENSG00000137821	uc010ukf.2
ENSG00000137822	uc001zrn.3
ENSG00000137822	uc001zro.3
ENSG00000137824	uc001zmp.1
ENSG00000137824	uc001zmq.1
ENSG00000137825	uc001znz.3
ENSG00000137831	uc002asq.3
ENSG00000137831	uc002asr.3
ENSG00000137831	uc010bin.1
ENSG00000137831	uc010uke.2
ENSG00000137834	uc002aqf.3
ENSG00000137834	uc002aqg.3
ENSG00000137841	uc001zld.3
ENSG00000137841	uc001zle.4
ENSG00000137841	uc010bbo.3
ENSG00000137841	uc010ucm.2
ENSG00000137842	uc001zqr.3
ENSG00000137843	uc001zky.4
